source,age_ka,age,d18O,d18O_sw,sealevel
1338 Holbourn,14365,14.365,1.28,-0.54,33.47
1338 Holbourn,14367,14.367,1.45,-0.37,22.95
1338 Holbourn,14369,14.369,1.38,-0.44,27.2
1338 Holbourn,14371,14.371,1.66,-0.16,9.92
1338 Holbourn,14373,14.373,1.69,-0.13,8.01
1338 Holbourn,14375,14.375,1.6,-0.22,13.49
1338 Holbourn,14377,14.377,1.68,-0.14,8.51
1338 Holbourn,14379,14.379,1.59,-0.23,14
1338 Holbourn,14380,14.38,1.49,-0.33,20.12
1338 Holbourn,14382,14.382,1.23,-0.59,36.06
1338 Holbourn,14384,14.384,1.37,-0.45,27.39
1338 Holbourn,14386,14.386,1.1,-0.71,43.95
1338 Holbourn,14388,14.388,1.29,-0.52,32.2
1338 Holbourn,14390,14.39,1.05,-0.76,46.91
1338 Holbourn,14392,14.392,1.48,-0.33,20.4
1338 Holbourn,14394,14.394,1.36,-0.45,27.72
1338 Holbourn,14396,14.396,1.77,-0.04,2.44
1338 Holbourn,14398,14.398,1.68,-0.13,7.92
1338 Holbourn,14400,14.4,1.81,0,-0.14
1338 Holbourn,14402,14.402,1.68,-0.13,7.84
1338 Holbourn,14403,14.403,1.77,-0.04,2.29
1338 Holbourn,14405,14.405,1.55,-0.26,15.8
1338 Holbourn,14407,14.407,1.7,-0.11,6.55
1338 Holbourn,14409,14.409,1.4,-0.41,24.99
1338 Holbourn,14411,14.411,1.68,-0.13,7.73
1338 Holbourn,14413,14.413,1.45,-0.36,21.86
1338 Holbourn,14415,14.415,1.61,-0.19,11.99
1338 Holbourn,14417,14.417,1.55,-0.25,15.66
1338 Holbourn,14419,14.419,1.62,-0.18,11.33
1338 Holbourn,14421,14.421,1.65,-0.15,9.46
1338 Holbourn,14423,14.423,1.71,-0.09,5.75
1338 Holbourn,14424,14.424,1.71,-0.09,5.73
1338 Holbourn,14426,14.426,1.31,-0.49,30.33
1338 Holbourn,14428,14.428,1.5,-0.3,18.61
1338 Holbourn,14430,14.43,1.16,-0.64,39.51
1338 Holbourn,14432,14.432,1.22,-0.58,35.8
1338 Holbourn,14434,14.434,1.3,-0.5,30.85
1338 Holbourn,14436,14.436,1.11,-0.69,42.52
1338 Holbourn,14437,14.437,1.21,-0.59,36.35
1338 Holbourn,14438,14.438,1.41,-0.39,24.03
1338 Holbourn,14439,14.439,1.43,-0.37,22.79
1338 Holbourn,14441,14.441,1.61,-0.19,11.69
1338 Holbourn,14442,14.442,1.81,0.01,-0.63
1338 Holbourn,14443,14.443,1.49,-0.31,19.05
1338 Holbourn,14444,14.444,2.03,0.23,-14.19
1338 Holbourn,14445,14.445,1.87,0.07,-4.36
1338 Holbourn,14446,14.446,2.11,0.31,-19.14
1338 Holbourn,14447,14.447,1.85,0.05,-3.15
1338 Holbourn,14450,14.45,1.89,0.09,-5.64
1338 Holbourn,14451,14.451,1.88,0.08,-5.04
1338 Holbourn,14452,14.452,1.82,0.02,-1.36
1338 Holbourn,14453,14.453,1.8,0,-0.14
1338 Holbourn,14454,14.454,1.73,-0.07,4.16
1338 Holbourn,14455,14.455,1.58,-0.22,13.37
1338 Holbourn,14456,14.456,1.56,-0.24,14.59
1338 Holbourn,14458,14.458,1.54,-0.26,15.8
1338 Holbourn,14459,14.459,1.57,-0.23,13.94
1338 Holbourn,14460,14.46,1.57,-0.23,13.93
1338 Holbourn,14461,14.461,1.31,-0.49,29.92
1338 Holbourn,14463,14.463,1.26,-0.54,32.97
1338 Holbourn,14464,14.464,1.49,-0.31,18.81
1338 Holbourn,14466,14.466,1.37,-0.43,26.17
1338 Holbourn,14467,14.467,1.42,-0.38,23.08
1338 Holbourn,14468,14.468,1.35,-0.44,27.38
1338 Holbourn,14469,14.469,1.54,-0.25,15.67
1338 Holbourn,14470,14.47,1.27,-0.52,32.28
1338 Holbourn,14471,14.471,1.51,-0.28,17.5
1338 Holbourn,14472,14.472,1.45,-0.34,21.18
1338 Holbourn,14473,14.473,1.57,-0.22,13.78
1338 Holbourn,14475,14.475,1.41,-0.38,23.6
1338 Holbourn,14476,14.476,1.53,-0.26,16.21
1338 Holbourn,14477,14.477,1.68,-0.11,6.96
1338 Holbourn,14478,14.478,1.65,-0.14,8.8
1338 Holbourn,14479,14.479,1.7,-0.09,5.71
1338 Holbourn,14480,14.48,1.71,-0.08,5.08
1338 Holbourn,14481,14.481,1.72,-0.07,4.46
1338 Holbourn,14483,14.483,1.94,0.15,-9.11
1338 Holbourn,14484,14.484,1.57,-0.22,13.65
1338 Holbourn,14485,14.485,1.65,-0.14,8.72
1338 Holbourn,14486,14.486,1.41,-0.38,23.48
1338 Holbourn,14487,14.487,1.36,-0.43,26.54
1338 Holbourn,14488,14.488,1.55,-0.24,14.84
1338 Holbourn,14489,14.489,1.51,-0.28,17.29
1338 Holbourn,14491,14.491,1.43,-0.36,22.19
1338 Holbourn,14492,14.492,1.34,-0.45,27.71
1338 Holbourn,14493,14.493,1.23,-0.56,34.47
1338 Holbourn,14494,14.494,1.19,-0.6,36.92
1338 Holbourn,14495,14.495,1.36,-0.43,26.45
1338 Holbourn,14500,14.5,1.3,-0.49,30.08
1338 Holbourn,14501,14.501,1.15,-0.64,39.31
1338 Holbourn,14503,14.503,1.24,-0.55,33.76
1338 Holbourn,14504,14.504,1.1,-0.69,42.37
1338 Holbourn,14505,14.505,1.16,-0.63,38.68
1338 Holbourn,14506,14.506,1.03,-0.76,46.67
1338 Holbourn,14507,14.507,1.13,-0.66,40.52
1338 Holbourn,14509,14.509,1.31,-0.48,29.43
1338 Holbourn,14510,14.51,1.35,-0.44,26.97
1338 Holbourn,14511,14.511,1.42,-0.37,22.65
1338 Holbourn,14513,14.513,1.55,-0.24,14.65
1338 Holbourn,14514,14.514,1.73,-0.06,3.57
1338 Holbourn,14515,14.515,1.79,0,-0.13
1338 Holbourn,14517,14.517,1.79,0,-0.14
1338 Holbourn,14518,14.518,1.76,-0.03,1.7
1338 Holbourn,14519,14.519,1.73,-0.06,3.55
1338 Holbourn,14521,14.521,1.71,-0.08,4.77
1338 Holbourn,14522,14.522,1.83,0.04,-2.62
1338 Holbourn,14523,14.523,1.75,-0.04,2.3
1338 Holbourn,14525,14.525,1.85,0.06,-3.86
1338 Holbourn,14526,14.526,1.77,-0.02,1.06
1338 Holbourn,14527,14.527,1.83,0.04,-2.64
1338 Holbourn,14529,14.529,1.72,-0.07,4.12
1338 Holbourn,14530,14.53,1.93,0.14,-8.8
1338 Holbourn,14531,14.531,1.66,-0.13,7.81
1338 Holbourn,14533,14.533,1.46,-0.33,20.11
1338 Holbourn,14534,14.534,1.72,-0.07,4.1
1338 Holbourn,14535,14.535,1.67,-0.12,7.18
1338 Holbourn,14537,14.537,1.73,-0.06,3.48
1338 Holbourn,14538,14.538,1.53,-0.26,15.78
1338 Holbourn,14539,14.539,1.54,-0.25,15.16
1338 Holbourn,14541,14.541,1.45,-0.34,20.69
1338 Holbourn,14542,14.542,1.67,-0.12,7.15
1338 Holbourn,14543,14.543,1.52,-0.27,16.38
1338 Holbourn,14545,14.545,1.34,-0.45,27.45
1338 Holbourn,14546,14.546,1.27,-0.52,31.75
1338 Holbourn,14547,14.547,1.33,-0.46,28.05
1338 Holbourn,14549,14.549,1.34,-0.45,27.43
1338 Holbourn,14550,14.55,1.11,-0.68,41.58
1338 Holbourn,14551,14.551,1.18,-0.61,37.27
1338 Holbourn,14553,14.553,1.37,-0.42,25.57
1338 Holbourn,14554,14.554,1.3,-0.49,29.87
1338 Holbourn,14555,14.555,1.4,-0.39,23.71
1338 Holbourn,14556,14.556,1.29,-0.5,30.48
1338 Holbourn,14558,14.558,1.34,-0.45,27.39
1338 Holbourn,14559,14.559,1.45,-0.34,20.62
1338 Holbourn,14560,14.56,1.31,-0.48,29.23
1338 Holbourn,14561,14.561,1.33,-0.45,28
1338 Holbourn,14563,14.563,1.37,-0.41,25.53
1338 Holbourn,14564,14.564,1.35,-0.43,26.76
1338 Holbourn,14565,14.565,1.29,-0.49,30.44
1338 Holbourn,14566,14.566,1.29,-0.49,30.44
1338 Holbourn,14568,14.568,1.48,-0.3,18.74
1338 Holbourn,14569,14.569,1.57,-0.21,13.2
1338 Holbourn,14570,14.57,1.56,-0.22,13.81
1338 Holbourn,14571,14.571,1.67,-0.11,7.04
1338 Holbourn,14573,14.573,1.63,-0.15,9.49
1338 Holbourn,14574,14.574,1.8,0.02,-0.97
1338 Holbourn,14575,14.575,1.53,-0.25,15.64
1338 Holbourn,14576,14.576,1.59,-0.19,11.94
1338 Holbourn,14578,14.578,1.4,-0.38,23.63
1338 Holbourn,14579,14.579,1.4,-0.38,23.62
1338 Holbourn,14580,14.58,1.45,-0.33,20.54
1338 Holbourn,14581,14.581,1.34,-0.44,27.31
1338 Holbourn,14583,14.583,1.42,-0.36,22.37
1338 Holbourn,14584,14.584,1.27,-0.51,31.6
1338 Holbourn,14585,14.585,1.29,-0.49,30.37
1338 Holbourn,14586,14.586,1.15,-0.63,38.98
1338 Holbourn,14588,14.588,1.11,-0.67,41.43
1338 Holbourn,14589,14.589,1.1,-0.68,42.04
1338 Holbourn,14591,14.591,1.2,-0.58,35.88
1338 Holbourn,14592,14.592,1.07,-0.71,43.88
1338 Holbourn,14594,14.594,1.18,-0.6,37.1
1338 Holbourn,14596,14.596,1.19,-0.59,36.48
1338 Holbourn,14598,14.598,1.33,-0.45,27.86
1338 Holbourn,14599,14.599,1.35,-0.43,26.62
1338 Holbourn,14601,14.601,1.68,-0.1,6.32
1338 Holbourn,14603,14.603,1.55,-0.23,14.33
1338 Holbourn,14605,14.605,1.68,-0.1,6.34
1338 Holbourn,14606,14.606,1.64,-0.14,8.81
1338 Holbourn,14608,14.608,1.82,0.04,-2.25
1338 Holbourn,14610,14.61,1.66,-0.12,7.6
1338 Holbourn,14612,14.612,1.92,0.14,-8.38
1338 Holbourn,14613,14.613,1.73,-0.05,3.32
1338 Holbourn,14615,14.615,1.86,0.08,-4.67
1338 Holbourn,14617,14.617,1.34,-0.44,27.34
1338 Holbourn,14619,14.619,1.63,-0.15,9.51
1338 Holbourn,14620,14.62,1.34,-0.44,27.36
1338 Holbourn,14622,14.622,1.52,-0.26,16.3
1338 Holbourn,14624,14.624,1.46,-0.33,20
1338 Holbourn,14626,14.626,1.57,-0.22,13.25
1338 Holbourn,14627,14.627,1.28,-0.51,31.1
1338 Holbourn,14629,14.629,1.32,-0.47,28.65
1338 Holbourn,14631,14.631,1.38,-0.41,24.97
1338 Holbourn,14633,14.633,1.48,-0.31,18.83
1338 Holbourn,14634,14.634,1.52,-0.27,16.37
1338 Holbourn,14636,14.636,1.48,-0.31,18.85
1338 Holbourn,14638,14.638,1.4,-0.39,23.79
1338 Holbourn,14639,14.639,1.41,-0.38,23.18
1338 Holbourn,14641,14.641,1.53,-0.26,15.8
1338 Holbourn,14643,14.643,1.39,-0.4,24.43
1338 Holbourn,14645,14.645,1.54,-0.25,15.22
1338 Holbourn,14646,14.646,1.37,-0.42,25.68
1338 Holbourn,14648,14.648,1.42,-0.37,22.62
1338 Holbourn,14650,14.65,1.41,-0.38,23.25
1338 Holbourn,14652,14.652,1.49,-0.3,18.34
1338 Holbourn,14653,14.653,1.43,-0.36,22.04
1338 Holbourn,14655,14.655,1.55,-0.24,14.66
1338 Holbourn,14657,14.657,1.49,-0.3,18.37
1338 Holbourn,14659,14.659,1.51,-0.28,17.15
1338 Holbourn,14660,14.66,1.61,-0.18,11
1338 Holbourn,14662,14.662,1.59,-0.2,12.25
1338 Holbourn,14664,14.664,1.63,-0.16,9.8
1338 Holbourn,14666,14.666,1.72,-0.07,4.27
1338 Holbourn,14667,14.667,1.55,-0.24,14.74
1338 Holbourn,14669,14.669,1.49,-0.3,18.45
1338 Holbourn,14671,14.671,1.55,-0.24,14.77
1338 Holbourn,14673,14.673,1.63,-0.16,9.86
1338 Holbourn,14674,14.674,1.43,-0.36,22.17
1338 Holbourn,14676,14.676,1.42,-0.37,22.8
1338 Holbourn,14678,14.678,1.22,-0.57,35.12
1338 Holbourn,14680,14.68,1.35,-0.44,27.13
1338 Holbourn,14681,14.681,1.26,-0.53,32.68
1338 Holbourn,14683,14.683,1.28,-0.51,31.46
1338 Holbourn,14685,14.685,1.03,-0.76,46.86
1338 Holbourn,14686,14.686,1.41,-0.38,23.48
1338 Holbourn,14688,14.688,1.12,-0.67,41.34
1338 Holbourn,14690,14.69,1.22,-0.57,35.2
1338 Holbourn,14692,14.692,1.27,-0.52,32.13
1338 Holbourn,14693,14.693,1.36,-0.43,26.6
1338 Holbourn,14695,14.695,1.37,-0.42,26
1338 Holbourn,14697,14.697,1.48,-0.31,19.24
1338 Holbourn,14699,14.699,1.51,-0.28,17.41
1338 Holbourn,14700,14.7,1.55,-0.24,14.96
1338 Holbourn,14702,14.702,1.34,-0.45,27.91
1338 Holbourn,14704,14.704,1.53,-0.26,16.26
1338 Holbourn,14706,14.706,1.44,-0.35,21.83
1338 Holbourn,14707,14.707,1.47,-0.33,20.01
1338 Holbourn,14709,14.709,1.35,-0.45,27.43
1338 Holbourn,14711,14.711,1.55,-0.25,15.15
1338 Holbourn,14713,14.713,1.49,-0.31,18.88
1338 Holbourn,14714,14.714,1.32,-0.48,29.36
1338 Holbourn,14716,14.716,1.09,-0.71,43.55
1338 Holbourn,14718,14.718,1.12,-0.68,41.74
1338 Holbourn,14720,14.72,1.29,-0.51,31.32
1338 Holbourn,14721,14.721,1.18,-0.62,38.1
1338 Holbourn,14723,14.723,1.09,-0.71,43.68
1338 Holbourn,14725,14.725,1.12,-0.68,41.87
1338 Holbourn,14727,14.727,1.08,-0.72,44.37
1338 Holbourn,14728,14.728,1.07,-0.73,45
1338 Holbourn,14730,14.73,1.15,-0.65,40.11
1338 Holbourn,14732,14.732,0.92,-0.88,54.3
1338 Holbourn,14733,14.733,1.14,-0.66,40.78
1338 Holbourn,14735,14.735,0.8,-1,61.74
1338 Holbourn,14737,14.737,1.08,-0.72,44.55
1338 Holbourn,14739,14.739,1.14,-0.66,40.89
1338 Holbourn,14740,14.74,1.44,-0.36,22.45
1338 Holbourn,14742,14.742,1.47,-0.34,20.64
1338 Holbourn,14744,14.744,1.51,-0.3,18.21
1338 Holbourn,14746,14.746,1.28,-0.53,32.4
1338 Holbourn,14747,14.747,1.1,-0.71,43.5
1338 Holbourn,14749,14.749,1.05,-0.76,46.61
1338 Holbourn,14751,14.751,1.11,-0.7,42.96
1338 Holbourn,14753,14.753,1.31,-0.5,30.68
1338 Holbourn,14754,14.754,1.49,-0.32,19.63
1338 Holbourn,14756,14.756,1.33,-0.48,29.51
1338 Holbourn,14758,14.758,1.5,-0.31,19.08
1338 Holbourn,14760,14.76,1.28,-0.53,32.66
1338 Holbourn,14761,14.761,1.36,-0.45,27.75
1338 Holbourn,14763,14.763,1.47,-0.34,21.02
1338 Holbourn,14765,14.765,1.22,-0.59,36.44
1338 Holbourn,14767,14.767,1.22,-0.59,36.48
1338 Holbourn,14768,14.768,1.21,-0.6,37.11
1338 Holbourn,14770,14.77,1.5,-0.31,19.3
1338 Holbourn,14772,14.772,1.46,-0.35,21.8
1338 Holbourn,14774,14.774,1.64,-0.17,10.76
1338 Holbourn,14775,14.775,1.77,-0.05,2.77
1338 Holbourn,14777,14.777,1.88,0.06,-3.96
1338 Holbourn,14779,14.779,1.62,-0.2,12.08
1338 Holbourn,14781,14.781,1.8,-0.02,1.04
1338 Holbourn,14783,14.783,1.89,0.07,-4.47
1338 Holbourn,14785,14.785,1.84,0.02,-1.35
1338 Holbourn,14787,14.787,1.83,0.01,-0.7
1338 Holbourn,14793,14.793,1.39,-0.43,26.48
1338 Holbourn,14797,14.797,1.46,-0.36,22.25
1338 Holbourn,14801,14.801,1.47,-0.35,21.71
1338 Holbourn,14804,14.804,1.32,-0.5,31.02
1338 Holbourn,14808,14.808,1.34,-0.49,29.88
1338 Holbourn,14812,14.812,1.22,-0.61,37.37
1338 Holbourn,14816,14.816,1.13,-0.7,43
1338 Holbourn,14820,14.82,1.05,-0.78,48.03
1338 Holbourn,14824,14.824,1.6,-0.23,14.28
1338 Holbourn,14827,14.827,1.23,-0.6,37.12
1338 Holbourn,14831,14.831,0.88,-0.95,58.76
1338 Holbourn,14835,14.835,0.86,-0.98,60.09
1338 Holbourn,14837,14.837,0.91,-0.93,57.06
1338 Holbourn,14839,14.839,1.08,-0.76,46.65
1338 Holbourn,14842,14.842,1.3,-0.54,33.18
1338 Holbourn,14844,14.844,1.56,-0.28,17.23
1338 Holbourn,14846,14.846,1.57,-0.27,16.66
1338 Holbourn,14848,14.848,1.4,-0.44,27.18
1338 Holbourn,14850,14.85,1.44,-0.4,24.76
1338 Holbourn,14852,14.852,1.56,-0.28,17.43
1338 Holbourn,14853,14.853,1.11,-0.73,45.14
1338 Holbourn,14855,14.855,1.46,-0.38,23.65
1338 Holbourn,14855,14.855,1.2,-0.64,39.65
1338 Holbourn,14857,14.857,1.36,-0.49,29.86
1338 Holbourn,14859,14.859,1.22,-0.63,38.52
1338 Holbourn,14861,14.861,1.34,-0.51,31.19
1338 Holbourn,14864,14.864,1.34,-0.51,31.26
1338 Holbourn,14866,14.866,1.59,-0.26,15.93
1338 Holbourn,14868,14.868,1.71,-0.14,8.59
1338 Holbourn,14870,14.87,1.55,-0.3,18.48
1338 Holbourn,14872,14.872,1.52,-0.33,20.38
1338 Holbourn,14875,14.875,1.42,-0.43,26.61
1338 Holbourn,14877,14.877,1.46,-0.39,24.2
1338 Holbourn,14879,14.879,1.36,-0.49,30.4
1338 Holbourn,14881,14.881,1.38,-0.47,29.22
1338 Holbourn,14883,14.883,1.21,-0.65,39.73
1338 Holbourn,14886,14.886,1.2,-0.66,40.42
1338 Holbourn,14888,14.888,1.36,-0.5,30.62
1338 Holbourn,14890,14.89,1.35,-0.51,31.28
1338 Holbourn,14892,14.892,1.62,-0.24,14.72
1338 Holbourn,14895,14.895,1.57,-0.29,17.87
1338 Holbourn,14897,14.897,1.54,-0.32,19.76
1338 Holbourn,14899,14.899,1.67,-0.19,11.81
1338 Holbourn,14901,14.901,1.65,-0.21,13.08
1338 Holbourn,14903,14.903,1.51,-0.35,21.71
1338 Holbourn,14906,14.906,1.42,-0.44,27.28
1338 Holbourn,14908,14.908,1.34,-0.52,32.23
1338 Holbourn,14910,14.91,1.06,-0.8,49.48
1338 Holbourn,14914,14.914,1.19,-0.67,41.52
1338 Holbourn,14918,14.918,1.25,-0.62,37.87
1338 Holbourn,14922,14.922,1.24,-0.63,38.53
1338 Holbourn,14926,14.926,1.22,-0.65,39.8
1338 Holbourn,14930,14.93,0.9,-0.97,59.53
1338 Holbourn,14933,14.933,1.06,-0.81,49.72
1338 Holbourn,14937,14.937,0.88,-0.99,60.84
1338 Holbourn,14941,14.941,1.53,-0.34,20.88
1338 Holbourn,14945,14.945,1.35,-0.52,31.99
1338 Holbourn,14949,14.949,1.05,-0.82,50.5
1338 Holbourn,14953,14.953,1.27,-0.6,37
1338 Holbourn,14957,14.957,1.48,-0.39,24.12
1338 Holbourn,14961,14.961,1.37,-0.5,30.93
1338 Holbourn,14964,14.964,1.36,-0.51,31.58
1338 Holbourn,14968,14.968,1.29,-0.58,35.93
1338 Holbourn,14972,14.972,1.37,-0.5,31.04
1338 Holbourn,14976,14.976,1.53,-0.35,21.24
1338 Holbourn,14980,14.98,1.6,-0.28,16.97
1338 Holbourn,14984,14.984,1.71,-0.17,10.24
1338 Holbourn,14987,14.987,1.51,-0.37,22.58
1338 Holbourn,14991,14.991,1.4,-0.48,29.39
1338 Holbourn,14995,14.995,1.45,-0.43,26.36
1338 Holbourn,14999,14.999,1.46,-0.42,25.78
1338 Holbourn,15003,15.003,1.39,-0.49,30.09
1338 Holbourn,15007,15.007,1.51,-0.37,22.69
1338 Holbourn,15010,15.01,1.39,-0.49,30.06
1338 Holbourn,15014,15.014,1.36,-0.52,31.89
1338 Holbourn,15018,15.018,1.42,-0.46,28.19
1338 Holbourn,15022,15.022,1.48,-0.4,24.48
1338 Holbourn,15026,15.026,1.49,-0.39,23.85
1338 Holbourn,15030,15.03,1.36,-0.52,31.83
1338 Holbourn,15034,15.034,1.66,-0.22,13.35
1338 Holbourn,15037,15.037,1.42,-0.46,28.11
1338 Holbourn,15041,15.041,1.31,-0.57,34.87
1338 Holbourn,15045,15.045,1.27,-0.61,37.31
1338 Holbourn,15049,15.049,1.24,-0.64,39.14
1338 Holbourn,15053,15.053,1.11,-0.77,47.13
1338 Holbourn,15057,15.057,1.28,-0.6,36.65
1338 Holbourn,15060,15.06,1.45,-0.43,26.18
1338 Holbourn,15064,15.064,1.34,-0.54,32.93
1338 Holbourn,15068,15.068,1.52,-0.35,21.84
1338 Holbourn,15072,15.072,1.39,-0.48,29.82
1338 Holbourn,15076,15.076,1.03,-0.84,51.96
1338 Holbourn,15080,15.08,0.69,-1.18,72.87
1338 Holbourn,15084,15.084,1.18,-0.69,42.7
1338 Holbourn,15088,15.088,1.27,-0.6,37.15
1338 Holbourn,15092,15.092,0.96,-0.91,56.21
1338 Holbourn,15096,15.096,1.06,-0.81,50.04
1338 Holbourn,15100,15.1,1.05,-0.82,50.64
1338 Holbourn,15103,15.103,1.42,-0.45,27.8
1338 Holbourn,15107,15.107,1.58,-0.29,17.86
1338 Holbourn,15111,15.111,1.57,-0.3,18.38
1338 Holbourn,15115,15.115,1.74,-0.13,7.83
1338 Holbourn,15119,15.119,1.2,-0.67,40.96
1338 Holbourn,15122,15.122,1.28,-0.58,35.97
1338 Holbourn,15126,15.126,1.61,-0.25,15.57
1338 Holbourn,15129,15.129,1.47,-0.39,24.12
1338 Holbourn,15133,15.133,1.55,-0.31,19.1
1338 Holbourn,15136,15.136,1.66,-0.2,12.26
1338 Holbourn,15139,15.139,1.48,-0.38,23.27
1338 Holbourn,15142,15.142,1.47,-0.39,23.81
1338 Holbourn,15146,15.146,1.71,-0.15,8.95
1338 Holbourn,15148,15.148,1.47,-0.38,23.67
1338 Holbourn,15151,15.151,1.31,-0.54,33.45
1338 Holbourn,15154,15.154,1.6,-0.25,15.53
1338 Holbourn,15158,15.158,1.55,-0.3,18.52
1338 Holbourn,15161,15.161,1.54,-0.31,19.06
1338 Holbourn,15164,15.164,1.51,-0.34,20.84
1338 Holbourn,15168,15.168,1.47,-0.38,23.21
1338 Holbourn,15171,15.171,1.34,-0.51,31.14
1338 Holbourn,15174,15.174,1.29,-0.55,34.15
1338 Holbourn,15177,15.177,1.21,-0.63,39
1338 Holbourn,15181,15.181,1.62,-0.22,13.68
1338 Holbourn,15184,15.184,1.51,-0.33,20.37
1338 Holbourn,15187,15.187,1.36,-0.48,29.54
1338 Holbourn,15191,15.191,1.14,-0.7,42.98
1338 Holbourn,15194,15.194,0.76,-1.08,66.3
1338 Holbourn,15200,15.2,0.97,-0.87,53.23
1338 Holbourn,15205,15.205,1.26,-0.57,35.2
1338 Holbourn,15211,15.211,1.09,-0.74,45.44
1338 Holbourn,15217,15.217,1.05,-0.77,47.67
1338 Holbourn,15223,15.223,1.28,-0.54,33.29
1338 Holbourn,15228,15.228,1.46,-0.36,22.03
1338 Holbourn,15234,15.234,1.44,-0.37,23.04
1338 Holbourn,15240,15.24,1.75,-0.06,3.73
1338 Holbourn,15246,15.246,1.69,-0.12,7.2
1338 Holbourn,15251,15.251,1.59,-0.21,13.17
1338 Holbourn,15257,15.257,1.61,-0.19,11.71
1338 Holbourn,15263,15.263,1.49,-0.31,18.87
1338 Holbourn,15269,15.269,1.68,-0.11,6.95
1338 Holbourn,15274,15.274,1.74,-0.05,3.07
1338 Holbourn,15280,15.28,1.45,-0.34,20.7
1338 Holbourn,15286,15.286,1.25,-0.53,32.78
1338 Holbourn,15290,15.29,1.5,-0.28,17.24
1338 Holbourn,15295,15.295,1.26,-0.52,31.83
1338 Holbourn,15299,15.299,1.35,-0.42,26.14
1338 Holbourn,15303,15.303,1.03,-0.74,45.71
1338 Holbourn,15308,15.308,1.33,-0.44,27.1
1338 Holbourn,15312,15.312,1.56,-0.21,12.84
1338 Holbourn,15312,15.312,1.6,-0.17,10.37
1338 Holbourn,15316,15.316,1.7,-0.07,4.11
1338 Holbourn,15321,15.321,1.25,-0.51,31.66
1338 Holbourn,15325,15.325,1.21,-0.55,34
1338 Holbourn,15328,15.328,1.32,-0.44,27.15
1338 Holbourn,15330,15.33,1.64,-0.12,7.4
1338 Holbourn,15333,15.333,1.7,-0.06,3.62
1338 Holbourn,15336,15.336,1.66,-0.1,6
1338 Holbourn,15339,15.339,1.66,-0.1,5.91
1338 Holbourn,15341,15.341,1.8,0.04,-2.76
1338 Holbourn,15344,15.344,1.81,0.06,-3.46
1338 Holbourn,15347,15.347,1.77,0.02,-1.08
1338 Holbourn,15350,15.35,1.6,-0.15,9.29
1338 Holbourn,15352,15.352,1.54,-0.21,12.93
1338 Holbourn,15355,15.355,1.58,-0.17,10.38
1338 Holbourn,15358,15.358,1.26,-0.49,29.99
1338 Holbourn,15361,15.361,1.71,-0.04,2.21
1338 Holbourn,15363,15.363,1.8,0.05,-3.38
1338 Holbourn,15366,15.366,1.51,-0.23,14.38
1338 Holbourn,15369,15.369,1.56,-0.18,11.21
1338 Holbourn,15372,15.372,1.51,-0.23,14.21
1338 Holbourn,15372,15.372,1.47,-0.27,16.67
1338 Holbourn,15374,15.374,1.64,-0.1,6.15
1338 Holbourn,15377,15.377,1.72,-0.02,1.14
1338 Holbourn,15380,15.38,1.68,-0.06,3.52
1338 Holbourn,15383,15.383,1.63,-0.11,6.51
1338 Holbourn,15385,15.385,1.55,-0.18,11.37
1338 Holbourn,15388,15.388,1.41,-0.32,19.9
1338 Holbourn,15391,15.391,1.55,-0.18,11.2
1338 Holbourn,15393,15.393,1.77,0.04,-2.39
1338 Holbourn,15396,15.396,1.59,-0.14,8.6
1338 Holbourn,15399,15.399,1.65,-0.08,4.82
1338 Holbourn,15402,15.402,1.68,-0.05,2.91
1338 Holbourn,15404,15.404,1.45,-0.28,17.03
1338 Holbourn,15407,15.407,1.82,0.09,-5.79
1338 Holbourn,15413,15.413,1.82,0.1,-5.9
1338 Holbourn,15415,15.415,1.84,0.12,-7.17
1338 Holbourn,15418,15.418,1.78,0.06,-3.53
1338 Holbourn,15421,15.421,1.79,0.07,-4.2
1338 Holbourn,15424,15.424,1.64,-0.08,4.97
1338 Holbourn,15426,15.426,1.53,-0.19,11.71
1338 Holbourn,15429,15.429,1.47,-0.25,15.35
1338 Holbourn,15432,15.432,1.42,-0.3,18.37
1338 Holbourn,15437,15.437,1.27,-0.45,27.51
1338 Holbourn,15440,15.44,1.15,-0.57,34.84
1338 Holbourn,15443,15.443,1.47,-0.25,15.09
1338 Holbourn,15447,15.447,1.58,-0.13,8.25
1338 Holbourn,15452,15.452,1.59,-0.12,7.54
1338 Holbourn,15456,15.456,1.46,-0.25,15.47
1338 Holbourn,15460,15.46,1.46,-0.25,15.4
1338 Holbourn,15464,15.464,1.36,-0.35,21.48
1338 Holbourn,15468,15.468,1.2,-0.51,31.26
1338 Holbourn,15472,15.472,1.22,-0.49,29.95
1338 Holbourn,15476,15.476,1.14,-0.57,34.8
1338 Holbourn,15480,15.48,1.45,-0.25,15.65
1338 Holbourn,15485,15.485,1.59,-0.11,6.95
1338 Holbourn,15489,15.489,1.52,-0.18,11.18
1338 Holbourn,15493,15.493,1.2,-0.5,30.8
1338 Holbourn,15497,15.497,1.24,-0.46,28.27
1338 Holbourn,15501,15.501,1.06,-0.64,39.28
1338 Holbourn,15506,15.506,1.39,-0.31,18.92
1338 Holbourn,15510,15.51,1.37,-0.33,20.11
1338 Holbourn,15514,15.514,1.27,-0.43,26.22
1338 Holbourn,15518,15.518,1.02,-0.68,41.57
1338 Holbourn,15520,15.52,1.28,-0.42,25.55
